,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
3908,7.365,1,0.159967845,13,94.712,1997,2,0,0,1304.968
3909,21.1,0,0.020718655,2,130.4994,1997,2,0,0,2184.4898
3911,9.5,1,0.074460855,13,253.6724,1999,1,0,0,5033.448
3913,14,1,0.030216783,6,216.6192,2009,1,2,1,3020.0688
3914,18.35,0,0.094279004,6,86.3882,2004,2,1,0,1545.9876
3917,5.82,0,0.077304459,6,257.633,2004,2,1,0,4613.994
3918,17.75,1,0,11,108.6912,2009,1,2,1,1201.1032
3919,18,0,0.142570104,6,88.2514,1987,0,2,0,1505.3738
3920,7.06,0,0.043968652,15,57.6904,1999,1,0,0,585.904
3923,12.3,1,0.052492122,9,191.053,2004,2,1,0,3415.554
3924,15,0,0.077999504,10,238.0248,2004,2,1,0,1896.1984
3925,18.2,1,0.012597384,13,141.218,1987,0,2,0,2936.178
3926,20.5,1,0.023179181,11,154.034,1999,1,0,0,2450.144
3927,8.27,0,0.128126825,14,183.6924,1999,1,0,0,1295.6468
3929,8.93,1,0.028417272,4,154.534,1997,2,0,0,2603.278
3932,7.895,0,0.061424738,2,57.7588,2009,1,2,1,1145.176
3933,19.35,0,0.049594299,6,77.0644,1987,0,2,0,2278.3676
3934,9.695,1,0.113939434,8,160.2604,1997,2,0,0,1901.5248
3938,20,0,0.104083376,3,107.4622,1997,2,0,0,3705.177
3939,7.865,1,0.061154604,2,165.3526,1999,1,0,0,1151.1682
3942,16,0,0.106918052,0,183.5634,1999,1,0,0,4725.8484
3943,18,1,0,8,158.0604,1999,1,0,0,3327.6684
3944,18.7,1,0.105104552,5,121.7072,2009,1,2,1,1347.5792
3946,10.6,1,0.056795923,4,232.8642,1997,2,0,0,3485.463
3949,10.195,1,0.051871718,1,35.3558,2009,1,2,1,237.6906
3952,6.46,0,0.049162885,6,146.9102,1997,2,0,0,1895.5326
3953,13.5,1,0.072655379,9,157.792,2004,2,1,0,3994.8
3955,19.1,1,0.177992139,9,173.1422,2009,1,2,1,2931.5174
3957,5.48,1,0.015131684,5,83.025,1999,1,0,0,1414.825
3958,6.055,1,0.031151714,6,158.7578,1999,1,0,0,2085.9514
3959,9.6,1,0.024456797,8,186.6214,1987,0,2,0,3203.1638
3961,8.43,1,0.01732573,14,197.9768,1997,2,0,0,1182.4608
3962,8.27,0,0.127821472,14,185.9924,1987,0,2,0,555.2772
3963,10.195,0,0.012477512,10,197.111,1999,1,0,0,785.644
3964,14,1,0.028980533,8,129.531,2009,1,2,1,2077.296
3965,8.01,1,0.070356805,7,36.8532,1999,1,0,0,755.0172
3966,16.25,1,0.057396092,6,125.8046,1997,2,0,0,747.0276
3967,13.35,1,0.048017962,1,219.6166,2004,2,1,0,3483.4656
3969,17.75,1,0.05507343,6,145.1444,1997,2,0,0,1886.8772
3970,13.5,1,0,0,88.054,1987,0,2,0,1211.756
3972,5.78,1,0.014577695,14,147.2102,1999,1,0,0,1895.5326
3973,9,0,0,2,55.2614,2009,1,2,1,552.614
3974,17.75,0,0.156831826,4,241.0538,1997,2,0,0,1201.769
3975,8.395,1,0,13,98.7042,1987,0,2,0,892.8378
3977,12.85,1,0,15,253.004,2009,1,2,1,3795.06
3978,8.5,1,0.098036903,3,51.5324,1999,1,0,0,882.8508
3981,15.85,1,0.107597879,14,58.7904,1997,2,0,0,585.904
3982,10.8,1,0.082549896,4,193.7504,1997,2,0,0,4602.0096
3984,18.7,1,0.057771828,4,85.3566,2009,1,2,1,591.8962
3985,16,1,0.057292529,4,224.3404,2009,1,2,1,4500.808
3986,8.895,1,0.124610886,9,113.1544,1987,0,2,0,4250.4672
3988,18.85,1,0.091237452,7,128.9336,2009,1,2,1,1278.336
3989,7.905,1,0.064325351,7,230.2694,2009,1,2,1,3197.1716
3990,14.7,1,0.020920179,7,143.8128,1997,2,0,0,3020.0688
3992,16,0,0.173462841,13,157.6972,2009,1,2,1,2960.1468
3997,8.185,1,0.046673494,6,48.4692,2009,1,2,1,591.2304
3998,9.195,1,0.048134591,9,107.7622,1999,1,0,0,529.311
3999,19.1,1,0.038720852,6,210.8586,2009,1,2,1,6331.758
4003,10.195,1,0,7,114.086,1997,2,0,0,1810.976
4007,16.7,0,0.03858813,13,144.6102,1999,1,0,0,3353.6346
4008,17.1,1,0.032628111,5,148.7392,1997,2,0,0,1640.5312
4010,16.7,0,0.038528228,13,143.9102,1997,2,0,0,1749.7224
4014,18.25,1,0.054234197,13,142.0154,1997,2,0,0,2269.0464
4022,7.63,0,0.135258515,13,47.2402,2009,1,2,1,918.804
4023,8.39,1,0.120396991,9,163.4868,1987,0,2,0,4586.0304
4025,16,1,0.099053537,9,212.6902,1987,0,2,0,637.1706
4029,9.5,0,0.048883854,15,185.7898,2009,1,2,1,2619.2572
4030,10.895,1,0.035893143,6,131.3284,2009,1,2,1,1318.284
4032,17.2,0,0.012012071,3,163.1184,1997,2,0,0,4623.3152
4033,19.85,1,0.045855273,6,127.102,2009,1,2,1,1771.028
4035,11.65,1,0.019402371,7,38.7164,1999,1,0,0,579.246
4036,12.85,1,0,13,155.463,2004,2,1,0,4068.038
4038,9.1,0,0.081794766,1,173.6054,1999,1,0,0,700.4216
4041,10.695,0,0.011472001,13,75.2038,2009,1,2,1,517.3266
4042,16.6,1,0.103146658,6,117.2466,1999,1,0,0,2239.0854
4044,13.15,0,0.166032929,6,170.8764,2009,1,2,1,2233.0932
4048,5.63,0,0.024536636,10,106.1306,2004,2,1,0,2090.612
4049,19.2,0,0.085296625,3,153.4314,2009,1,2,1,1861.5768
4051,6.695,1,0,5,219.4456,1997,2,0,0,3094.6384
4052,15.75,1,0.054930533,0,194.4452,1997,2,0,0,5089.3752
4053,12.5,1,0.031097948,6,103.899,1999,1,0,0,1960.781
4056,18.85,1,0.168266556,9,195.5136,2009,1,2,1,1749.7224
4057,20.1,1,0.034646067,9,120.6782,2004,2,1,0,1310.9602
4058,11.395,1,0.021639678,8,150.1708,1999,1,0,0,2708.4744
4062,6.8,1,0.037465846,0,47.5034,1987,0,2,0,534.6374
4066,7.85,1,0.163233667,7,144.6444,1999,1,0,0,2467.4548
4067,20.2,0,0.121748174,13,96.9752,2009,1,2,1,1725.7536
4069,6.135,0,0.079327367,0,152.8366,1997,2,0,0,2871.5954
4070,9,1,0.065194971,13,177.737,1987,0,2,0,2117.244
4071,17.5,1,0.026248606,13,255.1356,2009,1,2,1,3815.034
4073,11,0,0,5,155.263,1999,1,0,0,625.852
4074,17.5,1,0.026865809,5,261.691,2004,2,1,0,4207.856
4079,10.6,1,0.056748659,4,233.6642,1987,0,2,0,3950.1914
4082,20.7,0,0.07929647,0,97.2042,1997,2,0,0,1686.4714
4085,17.7,0,0.042542484,5,161.921,1999,1,0,0,2120.573
4086,8.6,0,0.054474158,1,131.031,2004,2,1,0,1038.648
4087,9.5,0,0,5,228.4668,1999,1,0,0,3916.2356
4088,17.7,0,0.122372504,10,101.5674,2009,1,2,1,1629.8784
4091,17.7,1,0.012593467,9,167.6474,2009,1,2,1,3874.2902
4092,18.25,1,0.012325122,6,162.8894,2009,1,2,1,647.1576
4093,5.8,1,0.131489269,4,89.7172,2009,1,2,1,1605.9096
4097,17.1,1,0.128390273,6,111.9886,2004,2,1,0,1445.4518
4098,7.575,1,0.055476238,4,196.8768,1999,1,0,0,1182.4608
4099,9.21,1,0.008757492,6,120.8414,1987,0,2,0,2071.3038
4100,11.3,1,0.007273831,10,196.6426,1987,0,2,0,5141.3076
4103,20.85,0,0.062477955,0,87.2514,2009,1,2,1,1505.3738
4104,9.195,0,0.078060601,10,106.3596,1997,2,0,0,2912.2092
4106,15.75,1,0.140821917,7,252.9382,1999,1,0,0,2775.7202
4107,16.5,0,0.068403271,3,101.999,2009,1,2,1,619.194
4109,20.5,1,0.02312394,11,154.634,1987,0,2,0,2297.01
4110,17.6,0,0.047449835,13,118.1782,2009,1,2,1,2621.9204
4111,8.775,1,0.110359004,4,42.7428,2009,1,2,1,790.9704
4112,10.1,1,0.054620504,8,197.5084,2004,2,1,0,2976.126
4114,8.975,0,0.009051307,3,103.099,1987,0,2,0,309.597
4116,9.6,1,0.03625493,6,141.0154,1987,0,2,0,2694.4926
4118,14.75,1,0.033024328,8,236.6906,2009,1,2,1,3089.9778
4122,5.945,1,0.093170838,9,127.3652,1999,1,0,0,1549.9824
4123,17.5,0,0.007538459,4,144.2102,2004,2,1,0,4082.6856
4125,20.5,1,0.141792841,15,89.7172,1997,2,0,0,1159.8236
4127,13.65,0,0.031573246,3,99.47,2009,1,2,1,299.61
4128,15.7,1,0.055943697,8,150.6024,1987,0,2,0,2428.8384
4129,18.7,0,0,5,229.201,2004,2,1,0,3215.814
4131,16,0,0.065165046,4,79.3986,1999,1,0,0,856.8846
4132,6.965,1,0,9,159.4604,1987,0,2,0,3169.208
4135,6.115,0,0.007038478,14,189.253,1987,0,2,0,3605.307
4138,8.71,1,0.139202085,3,46.1376,2004,2,1,0,383.5008
4139,15.5,0,0.086184647,5,50.9692,2009,1,2,1,394.1536
4140,19.35,0,0.082250863,0,48.7034,2004,2,1,0,534.6374
4142,19.2,1,0.100482186,5,111.8886,2009,1,2,1,1667.829
4143,16.25,0,0.049051717,6,152.4682,1999,1,0,0,2439.4912
4144,19.85,1,0.005230786,4,265.1884,1987,0,2,0,5034.7796
4145,13.65,0,0.08062523,5,259.6936,2004,2,1,0,2087.9488
4146,7.535,1,0.081787519,14,120.844,1997,2,0,0,2157.192
4149,5.59,0,0.056602818,13,63.2168,1997,2,0,0,1725.7536
4150,11,0,0.057047756,6,240.4512,2004,2,1,0,7028.1848
4151,19.85,1,0.05410964,12,195.0768,1999,1,0,0,1970.768
4154,15.1,0,0.020015391,5,128.831,2009,1,2,1,1817.634
4155,13.35,1,0.102426197,4,230.6352,1987,0,2,0,5725.88
4156,9.5,0,0.048761223,15,186.5898,1999,1,0,0,5238.5144
4157,11.8,0,0,5,179.2344,2004,2,1,0,2141.2128
4158,17.6,1,0.056281276,5,40.3454,2004,2,1,0,796.9626
4160,13.35,1,0.139669224,5,147.6392,1999,1,0,0,1938.8096
4162,17.5,1,0,13,102.999,1997,2,0,0,2992.771
4164,5.88,1,0.024926013,9,149.9392,1999,1,0,0,1491.392
4169,18.85,1,0.137410256,7,161.7578,1999,1,0,0,1604.578
4171,16.2,1,0,9,190.8162,2004,2,1,0,3271.0754
4172,17.6,1,0.015750947,9,182.5976,2009,1,2,1,1629.8784
4173,8.97,1,0.092937216,9,54.6956,1987,0,2,0,764.3384
4174,7.22,0,0.03828933,0,64.751,1987,0,2,0,126.502
4177,17.7,0,0.135646297,15,186.0924,2009,1,2,1,3516.7556
4181,19.25,0,0.034753686,3,141.5496,1999,1,0,0,1976.0944
4183,13.5,0,0.067872402,4,57.8562,1997,2,0,0,355.5372
4186,10.6,1,0.035247642,8,84.7224,1999,1,0,0,1619.2256
4188,16.2,0,0.128397995,5,178.337,2004,2,1,0,1411.496
4189,14.5,0,0.058918844,6,169.7448,1999,1,0,0,3238.4512
4190,7.235,1,0.076791671,9,116.4492,1987,0,2,0,2316.984
4191,16.75,1,0.021220113,7,55.1298,2004,2,1,0,1240.3854
4194,14,0,0.031261583,3,52.564,2004,2,1,0,639.168
4195,19.85,1,0.005235143,4,265.8884,1997,2,0,0,2649.884
4200,16.5,1,0.036641597,9,178.7318,1997,2,0,0,1263.0226
4202,12.15,1,0.037864854,10,63.0826,1987,0,2,0,322.913
4203,13.65,1,0.036016619,13,186.3924,1999,1,0,0,1295.6468
4204,20.75,0,0.12953868,12,240.288,1999,1,0,0,2396.88
4205,19.1,1,0.038531668,6,210.6586,1987,0,2,0,5487.5236
4209,10.195,1,0.041907414,13,43.8428,1987,0,2,0,175.7712
4210,16.6,1,0.027556247,9,176.6344,1987,0,2,0,1962.7784
4211,17.6,0,0.076058484,10,111.8202,1987,0,2,0,2025.3636
4212,8.185,1,0.038729057,6,117.1808,1997,2,0,0,1874.8928
4214,10.6,1,0.056884225,4,231.9642,1999,1,0,0,3020.7346
4216,15.2,1,0.021207519,3,219.4824,1997,2,0,0,1747.0592
4218,11.8,1,0.113307794,14,187.0924,2004,2,1,0,1850.924
4221,16.85,1,0.139301634,13,144.976,1987,0,2,0,2783.044
4224,19.25,1,0.1017546,4,55.1956,2004,2,1,0,491.3604
4226,18.1,1,0.022380952,6,93.6094,1987,0,2,0,476.047
4227,18.6,1,0.01575657,13,153.1366,1987,0,2,0,3173.8686
4231,7.235,1,0,13,197.2452,2004,2,1,0,2348.9424
4232,7.825,1,0.07962861,10,63.4826,1997,2,0,0,2002.0606
4234,19.7,0,0.016202582,3,188.2556,2004,2,1,0,3379.6008
4235,12.6,1,0.024190156,4,34.4874,2004,2,1,0,494.0236
4237,16.75,0,0.008564925,10,73.2038,2004,2,1,0,1404.1722
4238,13.8,1,0.097457483,4,55.393,2009,1,2,1,1018.674
4239,9.6,1,0.029619203,9,43.6086,1987,0,2,0,624.5204
4240,13.1,1,0,11,189.253,1997,2,0,0,1518.024
4242,6.67,0,0.09031453,13,130.5626,2009,1,2,1,1180.4634
4243,15.7,0,0.018930352,6,59.4536,1997,2,0,0,857.5504
4244,17.75,1,0.111209003,11,107.7912,1987,0,2,0,982.7208
4245,20.2,0,0.121153331,13,97.3752,1987,0,2,0,958.752
4247,20.25,1,0.148163564,9,232.7616,1999,1,0,0,1874.8928
4249,5.86,0,0.150853308,10,156.0314,1997,2,0,0,2016.7082
4251,19.7,0,0.018024769,10,104.499,1997,2,0,0,1031.99
4252,9.8,1,0.090448534,11,194.5478,2004,2,1,0,774.9912
4253,12.5,0,0.08175276,6,89.0488,1997,2,0,0,1267.6832
4255,16.75,1,0.075735621,8,34.5532,1997,2,0,0,323.5788
4256,19.1,1,0.091917786,11,182.7608,1997,2,0,0,1837.608
4258,19.5,1,0.082483516,3,179.2002,1987,0,2,0,2865.6032
4259,6.575,0,0.075507758,1,146.4444,1997,2,0,0,1596.5884
4261,12.3,1,0.009425158,0,74.838,1999,1,0,0,1537.998
4266,8.975,0,0.05272914,3,86.4224,1997,2,0,0,1022.6688
4267,13.15,1,0.024630755,9,178.2686,1987,0,2,0,2666.529
4268,19.5,1,0.014274292,9,55.6614,1997,2,0,0,718.3982
4269,15.1,1,0.059313603,9,238.1248,2004,2,1,0,4266.4464
4270,5.465,0,0.048518008,0,132.9626,2004,2,1,0,2360.9268
4271,17.75,1,0.073349552,12,34.2216,1987,0,2,0,934.7832
4273,6.96,1,0.077129323,14,92.7146,1987,0,2,0,1733.0774
4274,17.85,1,0.087824967,1,196.0794,2009,1,2,1,1755.7146
4275,5.095,0,0.130031207,13,142.4838,2009,1,2,1,561.9352
4276,5.73,1,0.045334098,14,87.0882,1987,0,2,0,1803.6522
4277,7.5,1,0.096333029,9,57.8588,1987,0,2,0,1145.176
4278,7.855,0,0.073858923,4,218.6482,1987,0,2,0,3723.8194
4279,5.655,1,0.175047104,14,146.9102,2004,2,1,0,1895.5326
4282,18.85,1,0.0520115,8,190.3846,1987,0,2,0,3630.6074
4283,20.2,0,0.059790095,6,127.4678,2004,2,1,0,3560.6984
4285,19.6,1,0.03395415,14,56.4614,1999,1,0,0,773.6596
4286,16,0,0.099271209,5,88.5856,1997,2,0,0,878.856
4288,6.425,1,0.06316338,2,132.2626,2004,2,1,0,2098.6016
4289,6.825,1,0.059846975,8,262.5226,1997,2,0,0,9779.9362
4292,17.25,1,0.037155206,14,166.4526,1987,0,2,0,3782.4098
4293,9.1,1,0.080417724,9,48.8718,1999,1,0,0,425.4462
4294,19.2,1,0.041227831,9,129.831,1997,2,0,0,1947.465
4299,17.75,0,0.067607749,0,188.024,1999,1,0,0,2796.36
4303,5.655,1,0,14,147.5102,1997,2,0,0,1166.4816
4304,9.5,1,0.041951439,14,32.49,1999,1,0,0,865.54
4305,5.78,0,0.074087369,13,264.9568,1987,0,2,0,6855.0768
4306,8.05,0,0,6,257.5646,1987,0,2,0,5153.292
4307,6.75,0,0.108679906,4,95.6752,2009,1,2,1,1246.3776
4311,19.35,0,0.018591464,13,112.9544,1999,1,0,0,1342.2528
4312,11.3,1,0.066952965,9,192.0478,2009,1,2,1,3099.9648
4314,19.7,0,0,0,194.411,1999,1,0,0,5106.686
4316,10.5,0,0.117149075,0,164.121,2009,1,2,1,1794.331
4317,7.655,1,0.031994534,3,114.3492,1999,1,0,0,1853.5872
4318,8.235,1,0.08276363,0,146.5076,2009,1,2,1,1625.8836
4319,20.6,1,0.083004078,0,119.4756,1997,2,0,0,1090.5804
4320,19.35,0,0.021490911,6,122.1098,1999,1,0,0,2892.2352
4324,9.6,0,0.022274264,1,101.699,2004,2,1,0,2992.771
4325,13,1,0.153618566,3,79.6986,1997,2,0,0,1480.0734
4326,17.6,1,0.049267759,13,113.0176,2009,1,2,1,2862.94
4331,7.68,1,0.070900282,6,192.6162,1997,2,0,0,5580.0698
4333,15.85,1,0.136497913,3,96.3094,1997,2,0,0,2856.282
4335,12.15,1,0,1,164.7184,1997,2,0,0,3962.8416
4336,19.35,1,0.118080437,13,222.6088,2004,2,1,0,6040.1376
4340,19.85,1,0.025968706,9,49.5376,1997,2,0,0,1006.6896
4343,11.15,0,0.105307659,0,102.0648,1997,2,0,0,1038.648
4344,12.35,0,0.038500421,6,110.757,1997,2,0,0,1208.427
4348,4.785,1,0.09297084,1,122.0098,2009,1,2,1,2048.6666
4355,9.8,1,0.026081567,13,217.585,2004,2,1,0,4327.7
4356,18.85,1,0.09079168,7,127.1336,1987,0,2,0,3579.3408
4357,9.695,1,0.113917889,8,158.2604,2004,2,1,0,2693.8268
4358,10,1,0.045928229,5,138.118,1999,1,0,0,1957.452
4359,16.6,1,0.135620265,7,172.9422,1987,0,2,0,2931.5174
4360,18.25,1,0.077709902,13,259.6962,2004,2,1,0,5438.9202
4362,9.31,1,0.037955094,5,62.151,1997,2,0,0,1201.769
4364,19.7,1,0.067039526,13,178.337,1999,1,0,0,1411.496
4366,11.35,0,0.023358738,4,184.4608,1999,1,0,0,4042.7376
4367,17.7,1,0.029933275,13,169.0816,2004,2,1,0,5201.2296
4369,20.85,1,0.032448523,0,177.866,1997,2,0,0,1078.596
4370,17.25,0,0.047266211,13,97.0068,1997,2,0,0,1846.9292
4371,15.35,1,0.01404119,5,38.419,1999,1,0,0,476.047
4372,13.65,1,0.04917754,6,151.805,1987,0,2,0,2696.49
4379,15.7,1,0.03067808,7,44.777,1987,0,2,0,605.878
4380,15.2,0,0.103758647,6,177.0054,2004,2,1,0,2976.7918
4384,8.355,1,0.013926425,0,93.0462,2004,2,1,0,1110.5544
4385,12.15,1,0.006754117,11,122.173,1987,0,2,0,2586.633
4386,13.35,1,0,13,238.7564,2009,1,2,1,1906.8512
4387,17,1,0.052209303,8,122.373,1997,2,0,0,2586.633
4388,17.35,0,0.041538713,5,93.1804,1999,1,0,0,1378.206
4390,9.1,1,0.055382616,9,115.0518,1987,0,2,0,683.1108
4391,6.13,1,0,6,54.1298,1997,2,0,0,1348.245
4393,19.2,0,0.005583951,15,226.9062,1987,0,2,0,4514.124
4394,8.895,1,0.075757177,7,233.8616,2009,1,2,1,937.4464
4395,19.75,1,0.012467648,6,188.1872,1999,1,0,0,2458.1336
4396,10.895,1,0.137368051,4,264.3568,2009,1,2,1,4745.8224
4400,4.555,0,0.034410585,5,111.3544,1999,1,0,0,1342.2528
4404,21.1,0,0.020750867,2,128.7994,1999,1,0,0,1927.491
4406,12.8,0,0.114318263,1,142.2838,2009,1,2,1,421.4514
4409,5.785,0,0.053930934,6,87.3856,1999,1,0,0,878.856
4411,7.96,1,0.028339599,3,162.4894,1987,0,2,0,1779.6834
4412,8.3,0,0.030151351,0,98.7384,1997,2,0,0,492.692
4414,13.35,1,0.102670882,4,228.6352,1999,1,0,0,3435.528
4415,5.46,0,0.032177405,3,185.424,1997,2,0,0,5219.872
4417,20.75,0,0.083536989,5,180.3318,1987,0,2,0,4149.9314
4418,6.59,1,0.026225693,9,119.0098,1999,1,0,0,2530.7058
4422,15.2,1,0.021293909,3,218.4824,2009,1,2,1,1528.6768
4424,10,1,0.025822315,3,262.7226,2004,2,1,0,3171.8712
4425,8.985,1,0.183688161,6,100.27,1999,1,0,0,998.7
4426,11.5,0,0.125579201,5,99.7358,2004,2,1,0,1105.8938
4428,19.85,1,0.026074491,9,48.6376,2009,1,2,1,575.2512
4429,21.1,1,0.010593469,9,234.2958,1987,0,2,0,3739.1328
4430,4.555,0,0.034357169,5,112.6544,1997,2,0,0,2684.5056
4431,20.85,1,0.037396901,5,193.8478,2004,2,1,0,2712.4692
4432,7.905,1,0.064011067,7,230.2694,1987,0,2,0,4567.388
4436,17.6,1,0.104878967,13,164.8868,1997,2,0,0,2456.802
4438,5.11,1,0.034868095,9,163.821,2004,2,1,0,2120.573
4440,7.235,1,0.058083831,13,113.6834,1987,0,2,0,230.3668
4441,12.3,0,0.064618976,15,89.8804,1997,2,0,0,1286.3256
4442,6.96,1,0.077178965,14,93.1146,2004,2,1,0,2189.1504
4443,18,0,0.142910689,6,89.6514,1999,1,0,0,1859.5794
4444,6.28,1,0.027682047,14,85.5198,1987,0,2,0,1744.396
4445,10.5,0,0.142511272,1,158.7578,2004,2,1,0,2246.4092
4448,15.85,0,0.061045133,10,44.7744,1987,0,2,0,181.0976
4450,17.6,1,0.058091269,10,156.2314,1997,2,0,0,2947.4966
4452,10.3,1,0.078678276,0,177.037,1987,0,2,0,3705.177
4453,9.195,0,0.117667492,13,159.5578,1999,1,0,0,1283.6624
4454,12.8,1,0.069902438,15,261.3252,2009,1,2,1,3410.2276
4455,10,0,0.037757166,13,126.7994,2004,2,1,0,1284.994
4456,17.25,1,0.107021498,5,40.5822,2004,2,1,0,785.644
4459,7.5,1,0.036228067,8,175.2028,2004,2,1,0,4427.57
4460,7.895,0,0.094488485,2,100.7332,1987,0,2,0,1230.3984
4461,15.75,1,0.055154296,0,195.5452,2009,1,2,1,1174.4712
4464,20.1,1,0.077439606,8,60.6536,2004,2,1,0,980.0576
4465,13.65,0,0.080968973,5,259.7936,2009,1,2,1,2609.936
4466,12.3,0,0.106492562,6,176.3396,1999,1,0,0,1395.5168
4468,21.35,1,0.068822477,3,258.3278,1997,2,0,0,7028.8506
4469,7.72,0,0.074669288,1,76.3986,1987,0,2,0,1402.1748
4471,14.85,0,0.035227697,6,159.5578,1987,0,2,0,2085.9514
4473,16,1,0.072965144,9,231.3668,2009,1,2,1,4607.336
4474,8.395,1,0.039492207,13,97.3042,1997,2,0,0,1091.2462
4475,7.365,1,0.042552205,6,225.172,2004,2,1,0,3395.58
4476,20.5,1,0.020587886,6,89.583,1987,0,2,0,1797.66
4481,7.97,1,0,14,172.0422,2009,1,2,1,5690.5926
4482,15.25,1,0.08995645,5,217.1192,1999,1,0,0,3235.788
4483,16.35,0,0.062665642,6,225.6062,2009,1,2,1,1579.9434
4484,11.1,1,0.176182345,0,158.1604,2004,2,1,0,1901.5248
4485,11.8,1,0.022843501,8,177.8686,1997,2,0,0,4621.9836
4486,14.3,0,0.034411238,0,98.6726,1997,2,0,0,782.9808
4488,16.75,1,0.128861359,1,86.2856,2004,2,1,0,1406.1696
4489,16.25,1,0.078290271,3,93.1804,1999,1,0,0,1194.4452
4490,18,1,0.008539208,0,81.2618,2004,2,1,0,402.809
4492,15,1,0.046447328,1,121.5414,1999,1,0,0,2436.828
4497,14.65,1,0.072178679,9,262.9594,1999,1,0,0,5233.188
4503,10.195,1,0.112203445,7,111.786,2004,2,1,0,1697.79
4506,19.35,0,0.082266419,0,48.8034,1997,2,0,0,340.2238
4507,16.7,0,0.038685176,13,146.6102,2009,1,2,1,2770.3938
4508,5.985,1,0.095795326,5,128.4678,1997,2,0,0,508.6712
4510,15.7,1,0.045203854,5,180.266,1997,2,0,0,1617.894
4511,12.5,1,0.020697723,1,198.8742,1997,2,0,0,5773.1518
4512,19.35,1,0.027827268,8,65.6168,2009,1,2,1,383.5008
4514,17.2,1,0.156298858,10,162.1578,1997,2,0,0,1283.6624
4520,20.5,1,0.036140297,6,120.0756,1997,2,0,0,2302.3364
4521,17.6,1,0.104791689,13,165.2868,1987,0,2,0,3111.9492
4522,11.15,1,0.057021156,0,106.8622,1999,1,0,0,2011.3818
4528,15,1,0.071371458,8,125.2362,1997,2,0,0,1384.1982
4529,12.85,1,0.022696131,6,179.9318,2009,1,2,1,2706.477
4531,15.5,1,0.053327763,14,44.477,1987,0,2,0,865.54
4532,15.85,0,0.007145063,13,41.048,2004,2,1,0,479.376
4534,13.35,1,0.139426044,5,148.3392,2004,2,1,0,3877.6192
4535,6.11,0,0.151925271,14,46.6086,2004,2,1,0,624.5204
4536,13,1,0.099479703,9,44.906,1999,1,0,0,652.484
4539,6.425,1,0.010454459,3,115.6808,1999,1,0,0,1406.1696
4542,7.535,1,0.081914677,14,120.344,1999,1,0,0,3835.008
4543,7.68,1,0.071010513,6,190.9162,1999,1,0,0,5195.2374
4545,10.3,1,0.069981909,4,263.0226,1987,0,2,0,6079.4198
4547,10.1,1,0.024159767,3,114.715,2004,2,1,0,815.605
4550,11.8,1,0.058975504,8,81.7618,2009,1,2,1,966.7416
4556,15.1,0,0.096491904,10,134.4942,2009,1,2,1,1854.9188
4558,11.3,0,0.054507422,10,96.3094,1987,0,2,0,666.4658
4564,13.5,0,0.128709014,15,96.1068,1987,0,2,0,1846.9292
4565,13.65,1,0.03596071,13,186.3924,1997,2,0,0,1665.8316
4566,7.27,1,0.046520703,8,97.7384,1987,0,2,0,591.2304
4569,14.7,1,0.072238195,6,47.5034,1987,0,2,0,972.068
4572,14.15,1,0.042246575,4,54.2982,1999,1,0,0,1104.5622
4573,12.3,0,0.058105769,13,60.4562,2004,2,1,0,1777.686
4574,11.8,0,0.170141787,3,116.7834,1987,0,2,0,2303.668
4575,13.6,0,0.049579883,5,110.0912,2004,2,1,0,1965.4416
4576,11.6,1,0,3,178.2686,1999,1,0,0,1955.4546
4578,7,1,0,3,105.628,1999,1,0,0,1384.864
4579,13.1,1,0.075695552,4,168.4158,1999,1,0,0,1504.0422
4582,10,1,0.021407511,9,248.175,1987,0,2,0,3495.45
4584,6.98,1,0.041273236,3,82.4934,2009,1,2,1,982.7208
4585,19,1,0.128090139,13,107.0622,1997,2,0,0,1376.2086
4586,17,1,0.135707553,6,172.5106,2004,2,1,0,2053.3272
4587,15.15,1,0.027774002,0,152.3708,2004,2,1,0,3159.8868
4591,12.15,1,0.14492016,8,224.4404,1987,0,2,0,1800.3232
4592,17.25,0,0.125419157,2,40.048,1999,1,0,0,399.48
4593,6.46,0,0.049121972,6,144.6102,1987,0,2,0,2916.204
4595,5.78,0,0.074149074,13,262.2568,1997,2,0,0,5273.136
4596,18.7,1,0.04604992,8,151.9682,1987,0,2,0,3354.3004
4602,7.35,1,0.028711412,6,39.9454,2009,1,2,1,377.5086
4603,20.35,0,0,10,81.6276,1997,2,0,0,1787.0072
4605,17.85,1,0.037826873,14,189.7188,1997,2,0,0,2285.0256
4606,4.615,0,0.101747034,3,231.33,1987,0,2,0,4660.6
4607,15,1,0,13,47.2744,2004,2,1,0,679.116
4609,12.1,0,0.061424738,14,56.7614,2009,1,2,1,1049.9666
4613,9.195,0,0.117484834,13,158.5578,1997,2,0,0,2406.867
4614,15.1,0,0.106097275,6,43.2796,2009,1,2,1,123.8388
4615,5.095,0,0.129395895,13,140.3838,1987,0,2,0,1826.2894
4616,15.1,0,0.100265027,6,142.5786,2009,1,2,1,3323.0078
4617,12.1,1,0.011557563,4,165.3526,1999,1,0,0,3453.5046
4618,6.235,1,0.119157788,9,263.791,2009,1,2,1,2103.928
